Name,Tot. Statements,Tot. Branches,Deployed,Avg. Test Case Length,Branches Covered,Generations,Blockchain Time,Offchain Time,Total Time,Branch %
Randomness,22,17,0,2.4375,16.0,100,5867.723255,1254.8469610000002,7122.570216,0.9411764705882353
TestDateTime,160,252,1,2.2081632653061223,245.0,100,21196.510151,13010.512625,34207.022776,0.9722222222222222
Gift_1_ETH,18,18,1,2.0,14.0,100,5242.059604,1045.4735369999999,6287.533141,0.7777777777777778
LotteryFor10,45,44,1,4.534883720930233,43.0,100,9609.897525,3148.9106169999995,12758.808142,0.9772727272727273
PermissionGroups,58,86,1,4.976744186046512,86.0,87,7365.381019,2465.4746259999993,9830.855645,1.0
GuessTheNumberChallenge,6,8,0,7.375,8.0,0,18.188172,6.764043999999998,24.952216,1.0
Greeter,15,81,0,8.45679012345679,81.0,0,113.472927,55.632101000000006,169.105028,1.0
EtherBank,13,17,0,2.2857142857142856,14.0,100,5489.763772,1015.3317189999998,6505.095491,0.8235294117647058
VulnerableTwoStep,11,10,0,5.9,10.0,0,56.037118,10.837978999999997,66.875097,1.0
BadAuction,7,7,0,2.4285714285714284,7.0,0,64.462397,12.733320000000006,77.195717,1.0
AddressBook,19,54,0,10.74074074074074,54.0,2,253.281495,97.05702600000001,350.338521,1.0
AddressBook,19,54,0,8.907407407407407,54.0,2,259.975967,99.82022999999998,359.796197,1.0
Greeter3,15,73,0,8.150684931506849,73.0,0,109.714068,45.28966600000001,155.003734,1.0
IdentityManager,49,90,1,2.464788732394366,71.0,100,6573.544758,2257.8282870000003,8831.373045,0.7888888888888889
EasyPayAndWithDraw,7,8,0,7.5,8.0,4,479.247518,87.24128299999995,566.488801,1.0
EtherBank,13,17,0,2.2857142857142856,14.0,100,4379.277005,803.5573999999997,5182.834405,0.8235294117647058
GuessTheNumberChallenge,6,8,0,25.0,8.0,0,19.434201,7.259359,26.69356,1.0
Gift_1_ETH,18,18,1,2.0,14.0,100,4234.327297,864.9272710000005,5099.254568,0.7777777777777778
LotteryFor10,45,44,1,3.7906976744186047,43.0,100,10808.008646,4116.13134,14924.139986,0.9772727272727273
MultiSigWallet (2),59,83,0,3.4285714285714284,77.0,100,18497.099362,6496.925555999998,24994.024918,0.927710843373494
TestDateTime,160,252,1,2.3541666666666665,240.0,100,9033.547281,5282.984367000001,14316.531648,0.9523809523809523
LotteryFor10,45,44,1,5.255813953488372,43.0,100,11303.31258,4378.750626999999,15682.063207,0.9772727272727273
Gift_1_ETH,18,18,1,2.0714285714285716,14.0,100,6670.063569,1413.624511,8083.68808,0.7777777777777778
GuessTheNumberChallenge,6,8,0,7.75,8.0,1,88.989007,17.536451,106.525458,1.0
Greeter,15,81,0,7.617283950617284,81.0,4,575.714957,239.06686200000001,814.781819,1.0
EtherBank,13,17,0,2.2857142857142856,14.0,100,5924.359933,1141.7607950000001,7066.120728,0.8235294117647058
EasyPayAndWithDraw,7,8,0,3.75,8.0,6,633.747578,110.64112699999998,744.388705,1.0
IdentityManager,49,90,1,2.76056338028169,71.0,100,9876.557256,3608.5638359999994,13485.121092,0.7888888888888889
DosAuction,7,7,1,4.285714285714286,7.0,0,56.948963,10.199981000000001,67.148944,1.0
Greeter3,15,73,0,8.917808219178083,73.0,0,110.84213,50.440324000000004,161.282454,1.0
AddressBook,19,54,0,9.296296296296296,54.0,2,241.350428,95.967476,337.317904,1.0
IdentityManager,49,90,1,4.070588235294117,85.0,100,15139.360815,5812.287486000001,20951.648301,0.9444444444444444
Greeter,15,81,0,5.185185185185185,81.0,0,106.422521,52.14058099999998,158.563102,1.0
LotteryMultipleWinners,31,45,0,10.266666666666667,45.0,17,2439.445249,756.7652400000002,3196.210489,1.0
EtherBank,13,17,0,2.857142857142857,14.0,100,5544.184286,1034.0226120000007,6578.206898,0.8235294117647058
Gift_1_ETH,18,18,1,2.0,14.0,100,4564.131943,930.0137289999993,5494.145672,0.7777777777777778
GuessTheNumberChallenge,6,8,0,16.875,8.0,0,23.452078,6.421849999999999,29.873928,1.0
MultiSigWallet (2),59,83,0,3.5064935064935066,77.0,100,17729.90952,6486.108934,24216.018454,0.927710843373494
FundRaising,23,21,0,6.333333333333333,21.0,0,58.428317,17.300889000000005,75.729206,1.0
TestDateTime,160,252,1,2.2459016393442623,244.0,100,8177.657039,4822.587925,13000.244964,0.9682539682539683
TestDateTime,160,252,1,2.8401639344262297,244.0,100,14342.140424,9129.311258,23471.451682,0.9682539682539683
FundRaising,23,21,0,8.19047619047619,21.0,0,65.059651,18.651477,83.711128,1.0
MultiSigWallet (2),59,83,0,2.6575342465753424,73.0,100,8176.137195,2700.6024449999995,10876.73964,0.8795180722891566
LotteryFor10,45,44,1,4.534883720930233,43.0,100,9609.897525,3148.9106169999995,12758.808142,0.9772727272727273
Gift_1_ETH,18,18,1,2.0714285714285716,14.0,100,5346.292104,1172.55944,6518.851544,0.7777777777777778
EtherBank,13,17,0,2.4285714285714284,14.0,100,5811.232503,1109.6102519999995,6920.842755,0.8235294117647058
LotteryMultipleWinners,31,45,0,6.295454545454546,44.0,100,12467.858347,3799.988658,16267.847005,0.9777777777777777
Greeter,15,81,0,8.320987654320987,81.0,0,122.183649,54.211242999999996,176.394892,1.0
GuessTheNumberChallenge,6,8,0,10.0,8.0,0,23.131966,7.8839320000000015,31.015898,1.0
IdentityManager,49,90,1,2.6056338028169015,71.0,100,7415.629651,2435.5256500000005,9851.155301,0.7888888888888889
AddressBook,19,54,0,9.37037037037037,54.0,2,293.81207,114.01939199999998,407.831462,1.0
AddressBook,19,54,0,9.666666666666666,54.0,4,472.208781,176.25594200000006,648.464723,1.0
IdentityManager,49,90,1,3.140625,64.0,100,4623.663288,1426.1100340000003,6049.773322,0.7111111111111111
EIP20StandardToken,24,13,1,8.846153846153847,13.0,0,79.438372,25.356156999999996,104.794529,1.0
AddressBook,19,54,0,9.907407407407407,54.0,2,246.940946,92.80002999999999,339.740976,1.0
Greeter,15,81,0,8.567901234567902,81.0,7,1119.108658,465.56246999999985,1584.671128,1.0
EtherBank,13,17,0,2.2857142857142856,14.0,100,6591.825503,1272.3640859999996,7864.189589,0.8235294117647058
LotteryFor10,45,44,1,3.86046511627907,43.0,100,11779.196287,4872.500719999998,16651.697007,0.9772727272727273
Gift_1_ETH,18,18,1,2.0,14.0,100,5043.899036,1035.020141,6078.919177,0.7777777777777778
GuessTheNumberChallenge,6,8,0,9.5,8.0,8,579.549809,85.77689099999998,665.3267,1.0
MultiSigWallet (2),59,83,0,6.573170731707317,82.0,100,18944.035854,6677.738000999998,25621.773855,0.9879518072289156
TestDateTime,160,252,1,2.926530612244898,245.0,100,22681.846739,14524.502126,37206.348865,0.9722222222222222
SecureAuction,11,6,1,5.0,6.0,0,75.803279,17.760092999999998,93.563372,1.0
BasicToken,11,8,0,3.875,8.0,0,73.184533,23.593969,96.778502,1.0
BasicToken,11,8,0,5.5,8.0,0,68.076243,21.243955,89.320198,1.0
LotteryFor10,45,44,1,5.255813953488372,43.0,100,11303.31258,4378.750626999999,15682.063207,0.9772727272727273
SecureAuction,11,6,1,4.0,6.0,0,69.019541,17.580732999999995,86.600274,1.0
TestDateTime,160,252,1,2.3346938775510204,245.0,100,14965.137252,9285.295209,24250.432461,0.9722222222222222
MultiSigWallet (2),59,83,0,2.643835616438356,73.0,100,9830.110522,3013.0387219999993,12843.149244,0.8795180722891566
GuessTheNumberChallenge,6,8,0,10.75,8.0,0,18.063144,7.087145999999997,25.15029,1.0
LotteryFor10,45,44,1,4.372093023255814,43.0,100,10117.537109,3933.4338479999988,14050.970957,0.9772727272727273
EtherBank,13,17,0,2.2857142857142856,14.0,100,6080.751493,1161.3942270000007,7242.14572,0.8235294117647058
Greeter,15,81,0,9.54320987654321,81.0,0,123.15442,57.52553099999999,180.679951,1.0
GuardCheck,10,14,0,3.642857142857143,14.0,0,64.368223,14.254947999999999,78.623171,1.0
EIP20StandardToken,24,13,1,6.230769230769231,13.0,0,80.663871,27.129339,107.79321,1.0
IdentityManager,49,90,1,4.658536585365853,82.0,100,10021.336464,4044.0015619999995,14065.338026,0.9111111111111111
IdentityManager,49,90,1,2.643835616438356,73.0,100,12360.677356,4769.979597999998,17130.656954,0.8111111111111111
AddressBook,19,54,0,8.62962962962963,54.0,5,602.149004,225.447004,827.596008,1.0
FixedSupplyToken,39,22,1,4.818181818181818,22.0,3,337.222348,95.68596400000001,432.908312,1.0
MultiSigWallet (1),56,70,0,6.6,69.0,100,20195.146427,7688.638210000001,27883.784637,0.9857142857142858
MyAdvancedToken,53,3,1,3.0,3.0,0,92.835822,38.195158000000006,131.03098,1.0
theRun,62,83,1,2.0,34.0,100,8278.078805,2657.5418800000007,10935.620685,0.40963855421686746
Rubixi,56,102,1,3.621212121212121,66.0,100,4552.163397,1910.2085779999998,6462.371975,0.6470588235294118
EzToken,31,11,1,4.181818181818182,11.0,0,95.863761,36.05837799999999,131.922139,1.0
Randomness,22,17,0,2.4375,16.0,100,6923.159263,1466.6780790000012,8389.837342,0.9411764705882353
BadAuction,7,7,0,3.0,7.0,0,75.493561,14.311052000000004,89.804613,1.0
Reentrance,9,14,1,2.3846153846153846,13.0,100,4571.273161,843.0269239999998,5414.300085,0.9285714285714286
Greeter2,13,60,0,6.816666666666666,60.0,0,125.580656,60.91458299999999,186.495239,1.0
DosAuction,7,7,1,3.0,7.0,0,58.195427,10.507404999999999,68.702832,1.0
Prover,27,17,1,5.176470588235294,17.0,0,147.299117,64.348863,211.64798,1.0
Prover,27,17,1,3.4705882352941178,17.0,0,143.58795,53.80021099999999,197.388161,1.0
DosAuction,7,7,1,3.0,7.0,0,60.240256,10.749274,70.98953,1.0
Greeter2,13,60,0,5.55,60.0,0,126.264301,58.296159,184.56046,1.0
BadAuction,7,7,0,3.7142857142857144,7.0,0,73.139228,14.29170599999999,87.430934,1.0
BasicToken,11,8,0,3.375,8.0,0,65.317867,20.11881299999999,85.43668,1.0
EzToken,31,11,1,4.818181818181818,11.0,0,110.634475,40.393693,151.028168,1.0
MyAdvancedToken,53,3,1,4.0,3.0,0,103.586016,41.56091599999999,145.146932,1.0
theRun,62,83,1,2.176470588235294,34.0,100,7984.596803,2626.688344,10611.285147,0.40963855421686746
MultiSigWallet (1),56,70,0,3.0,60.0,100,7829.502797,2236.0530900000003,10065.555887,0.8571428571428571
FixedSupplyToken,39,22,1,4.7727272727272725,22.0,8,710.590673,203.28432799999996,913.875001,1.0
FixedSupplyToken,39,22,1,5.2727272727272725,22.0,1,168.515817,50.885084000000006,219.400901,1.0
MultiSigWallet (1),56,70,0,2.847457627118644,58.0,100,10398.555864,3229.748522,13628.304386,0.8285714285714286
theRun,62,83,1,2.176470588235294,34.0,100,8260.57706,2613.647905,10874.224965,0.40963855421686746
EzToken,31,11,1,3.3636363636363638,11.0,0,86.099197,35.11789499999999,121.217092,1.0
Rubixi,56,102,1,2.6666666666666665,66.0,100,2991.191092,1207.0654100000002,4198.256502,0.6470588235294118
BadAuction,7,7,0,2.857142857142857,7.0,0,68.45212,9.681572000000003,78.133692,1.0
Randomness,22,17,0,2.4375,16.0,100,7941.256026,1749.893067,9691.149093,0.9411764705882353
Reentrance,9,14,1,2.3846153846153846,13.0,100,5095.351378,954.506378,6049.857756,0.9285714285714286
OpenAddressLottery,30,34,1,2.125,32.0,100,19503.404046,5313.405695000001,24816.809741,0.9411764705882353
DosAuction,7,7,1,3.857142857142857,7.0,0,57.667925,10.144112000000007,67.812037,1.0
Prover,27,17,1,5.705882352941177,17.0,0,144.508363,57.16539499999999,201.673758,1.0
Prover,27,17,1,4.411764705882353,17.0,0,163.253772,67.17011600000001,230.423888,1.0
DosAuction,7,7,1,3.857142857142857,7.0,0,60.508081,10.807059000000002,71.31514,1.0
OpenAddressLottery,30,34,1,2.9375,32.0,100,19632.008716,5150.636343999999,24782.64506,0.9411764705882353
Reentrance,9,14,1,2.3846153846153846,13.0,100,5626.643069,1141.945592,6768.588661,0.9285714285714286
Randomness,22,17,0,2.4375,16.0,100,7460.748107,1639.6926159999994,9100.440723,0.9411764705882353
EzToken,31,11,1,5.454545454545454,11.0,0,103.099289,41.15038200000001,144.249671,1.0
Rubixi,56,102,1,2.9402985074626864,67.0,100,3243.624471,1219.893811,4463.518282,0.6568627450980392
theRun,62,83,1,2.0,34.0,100,6977.278279,2321.886574,9299.164853,0.40963855421686746
FixedSupplyToken,39,22,1,7.318181818181818,22.0,0,84.06507,27.929462,111.994532,1.0
FixedSupplyToken,39,22,1,5.2272727272727275,22.0,8,712.189188,190.52576900000008,902.714957,1.0
MultiSigWallet (1),56,70,0,3.0327868852459017,60.0,100,9649.910784,2950.4624600000006,12600.373244,0.8571428571428571
GuardCheck,10,14,0,5.142857142857143,14.0,0,57.150941,11.894322000000003,69.045263,1.0
theRun,62,83,1,2.176470588235294,34.0,100,9445.891314,3051.082252,12496.973566,0.40963855421686746
Prover,27,17,1,4.647058823529412,17.0,0,133.878795,53.692274,187.571069,1.0
Rubixi,56,102,1,3.1641791044776117,67.0,100,3661.66396,1518.7385540000005,5180.402514,0.6568627450980392
EzToken,31,11,1,3.727272727272727,11.0,0,96.74934,34.41867699999999,131.168017,1.0
BadAuction,7,7,0,2.5714285714285716,7.0,0,76.468853,14.172407000000007,90.64126,1.0
Randomness,22,17,0,2.4375,16.0,100,8653.555858,1867.9048230000008,10521.460681,0.9411764705882353
DosAuction,7,7,1,4.428571428571429,7.0,0,63.871413,10.403731999999998,74.275145,1.0
Reentrance,9,14,1,2.0,13.0,100,5042.529753,949.5323010000002,5992.062054,0.9285714285714286
Prover,27,17,1,4.588235294117647,17.0,0,137.548101,58.662285999999995,196.210387,1.0
Reentrance,9,14,1,2.0,13.0,100,3608.699708,623.7798549999998,4232.479563,0.9285714285714286
DosAuction,7,7,1,3.0,7.0,0,58.869183,10.343048000000003,69.212231,1.0
Randomness,22,17,0,2.4375,16.0,100,7431.598253,1584.3651719999998,9015.963425,0.9411764705882353
BadAuction,7,7,0,3.2857142857142856,7.0,0,77.711863,14.67313,92.384993,1.0
Rubixi,56,102,1,5.768115942028985,69.0,100,4082.993839,1637.598531,5720.59237,0.6764705882352942
EzToken,31,11,1,4.363636363636363,11.0,0,107.446897,40.19429099999999,147.641188,1.0
GuardCheck,10,14,0,3.7857142857142856,14.0,0,63.585015,14.124460999999997,77.709476,1.0
FundRaising,23,21,0,8.19047619047619,21.0,0,65.095517,21.193667000000005,86.289184,1.0
MultiSigWallet (1),56,70,0,5.084745762711864,58.0,100,8408.627918,2486.003922,10894.63184,0.8285714285714286
FixedSupplyToken,39,22,1,5.090909090909091,22.0,4,402.819591,112.58612299999999,515.405714,1.0
Casino,38,29,0,5.72,25.0,100,6675.211621,1551.0601800000004,8226.271801,0.8620689655172413
MultiSigWallet (1),56,70,0,2.9836065573770494,60.0,100,10827.194296,3397.9013080000004,14225.095604,0.8571428571428571
theRun,62,83,1,2.0,34.0,100,6854.057804,2358.291867,9212.349671,0.40963855421686746
Greeter3,15,73,0,8.479452054794521,73.0,0,97.426002,40.791859,138.217861,1.0
EzToken,31,11,1,5.090909090909091,11.0,0,107.21112,41.243583,148.454703,1.0
Rubixi,56,102,1,4.208955223880597,67.0,100,4215.77347,1949.300725,6165.074195,0.6568627450980392
Randomness,22,17,0,2.4375,16.0,100,8162.859971,1769.3977319999995,9932.257703,0.9411764705882353
BadAuction,7,7,0,2.4285714285714284,7.0,0,74.319674,14.347107999999992,88.666782,1.0
DosAuction,7,7,1,3.857142857142857,7.0,0,60.803399,10.505373000000006,71.308772,1.0
Reentrance,9,14,1,2.0,13.0,100,4437.794128,858.7909860000009,5296.585114,0.9285714285714286
Prover,27,17,1,4.176470588235294,17.0,0,147.421599,62.573407,209.995006,1.0
Prover,27,17,1,3.0,17.0,0,143.924824,61.416855999999996,205.34168,1.0
EzToken,31,11,1,3.727272727272727,11.0,0,93.696216,36.732254,130.42847,1.0
Reentrance,9,14,1,2.0,13.0,100,4751.676267,878.2406799999999,5629.916947,0.9285714285714286
BadAuction,7,7,0,3.2857142857142856,7.0,0,68.010642,13.70350599999999,81.714148,1.0
Randomness,22,17,0,2.625,16.0,100,6436.567512,1346.134846,7782.702358,0.9411764705882353
Rubixi,56,102,1,4.552238805970149,67.0,100,3369.954041,1572.0846499999998,4942.038691,0.6568627450980392
theRun,62,83,1,2.176470588235294,34.0,100,8433.809063,2719.5709609999994,11153.380024,0.40963855421686746
MultiSigWallet (1),56,70,0,2.723076923076923,64.0,100,11718.961254,3972.546284,15691.507538,0.9142857142857143
Casino,38,29,0,6.16,25.0,100,6651.132344,1437.315708,8088.448052,0.8620689655172413
MultiSigWallet (1),56,70,0,3.4262295081967213,60.0,100,11163.439344,3238.2759829999995,14401.715327,0.8571428571428571
FixedSupplyToken,39,22,1,2.142857142857143,21.0,100,6172.475407,1597.2003379999996,7769.675745,0.9545454545454546
